2000-01-05 23:59:40,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-05 23:59:45,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-06 00:00:00,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-05 23:59:38,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-05 23:59:53,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-06 00:00:08,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-04 06:20:49,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-04 06:21:01,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2000-01-04 06:21:16,No-Fixed,24.228626251220703,120.68882751464844,134,0,0,9999,0
2024-01-02 06:21:24,3D,24.492450714111328,120.67884063720703,121,15,237,79,10
2024-01-02 06:21:32,3D,24.491100311279297,120.67926788330078,123,21,135,97,8
2024-01-02 06:21:47,3D,24.48965072631836,120.68199920654297,126,24,156,97,8
2024-01-02 06:22:02,3D,24.487957000732422,120.68292236328125,128,15,82,97,8
2024-01-02 06:22:17,3D,24.485599517822266,120.68486022949219,147,21,160,97,8
2024-01-02 06:22:32,3D,24.48440933227539,120.6852035522461,163,24,160,99,8
2024-01-02 06:22:47,3D,24.481475830078125,120.68598175048828,173,25,182,99,8
2024-01-02 06:23:02,3D,24.47784423828125,120.68580627441406,176,27,181,97,9
2024-01-02 06:23:17,3D,24.475526809692383,120.6881332397461,197,22,126,97,9
2024-01-02 06:23:32,3D,24.472658157348633,120.6888198852539,209,25,181,136,8
2024-01-02 06:23:47,3D,24.47254180908203,120.68841552734375,214,22,130,97,9
2024-01-02 06:24:02,3D,24.469390869140625,120.68960571289062,231,26,181,97,9
2024-01-02 06:24:17,3D,24.465877532958984,120.68956756591797,261,27,176,97,9
2024-01-02 06:24:32,2D,24.462209701538086,120.69052124023438,265,28,169,98,9
2024-01-02 06:26:49,3D,24.429779052734375,120.69065856933594,283,29,163,96,9
2024-01-02 06:27:04,3D,24.42605209350586,120.69080352783203,299,27,179,96,9
2024-01-02 06:29:21,3D,24.392602920532227,120.69415283203125,367,27,169,96,9
2024-01-02 06:29:36,3D,24.389169692993164,120.6954345703125,382,26,164,98,9
2024-01-02 06:31:53,3D,24.3568172454834,120.7035140991211,403,28,167,98,9
2024-01-02 06:32:08,3D,24.353342056274414,120.70497131347656,401,26,160,98,9
2024-01-02 06:34:25,3D,24.32161521911621,120.71656036376953,371,26,183,86,10
2024-01-02 06:34:40,3D,24.318174362182617,120.7157974243164,368,26,189,86,10
2024-01-02 06:36:57,3D,24.291736602783203,120.71604919433594,334,24,195,87,9
2024-01-02 06:37:12,3D,24.288402557373047,120.71513366699219,332,26,194,86,10
2024-01-02 06:39:29,3D,24.260068893432617,120.70866394042969,343,20,194,87,9
2024-01-02 06:39:44,3D,24.257322311401367,120.70800018310547,338,21,183,83,10
2024-01-02 06:42:01,3D,24.232479095458984,120.69695281982422,265,23,229,83,10
2024-01-02 06:42:16,3D,24.230253219604492,120.69490051269531,242,21,202,83,10
2024-01-02 06:44:33,3D,24.228759765625,120.68841552734375,176,0,38,118,8
2024-01-02 06:44:48,3D,24.228790283203125,120.68843078613281,175,0,291,101,9
2024-01-02 06:47:04,3D,24.228778839111328,120.68876647949219,175,0,165,171,6
2024-01-02 06:47:20,3D,24.228853225708008,120.68863677978516,175,0,82,118,8
2024-01-02 06:49:36,3D,24.228778839111328,120.68836975097656,176,0,244,254,6
2024-01-02 06:49:52,3D,24.22881317138672,120.68859100341797,176,0,78,88,9
2024-01-02 06:52:09,3D,24.228878021240234,120.68865966796875,176,0,204,149,7
2024-01-02 06:52:24,3D,24.22883415222168,120.68872833251953,177,0,83,86,9
2024-01-02 06:54:40,3D,24.22879409790039,120.68850708007812,177,0,272,134,8
2024-01-02 06:54:56,3D,24.228816986083984,120.68871307373047,178,0,267,98,10
2024-01-02 06:57:12,3D,24.22859764099121,120.68951416015625,178,0,315,161,6
2024-01-02 06:57:28,3D,24.22861099243164,120.68856048583984,178,0,311,98,10
2024-01-02 06:59:43,No-Fixed,24.228870391845703,120.68862915039062,178,0,333,414,4
2024-01-02 07:00:01,3D,24.228830337524414,120.68860626220703,178,0,125,202,5
2024-01-02 07:02:17,No-Fixed,24.228927612304688,120.68727111816406,178,3,133,336,3
2024-01-02 07:02:33,3D,24.22844123840332,120.68799591064453,179,0,206,276,6
2024-01-02 07:04:49,3D,24.228750228881836,120.6884994506836,179,0,257,155,7
2024-01-02 07:05:04,3D,24.22877311706543,120.68849182128906,179,0,297,138,7
2024-01-02 07:07:22,3D,24.228713989257812,120.68868255615234,179,0,106,173,6
2024-01-02 07:07:37,3D,24.228742599487305,120.68867492675781,179,0,129,164,7
2024-01-02 07:09:54,3D,24.228496551513672,120.68862915039062,179,0,237,150,7
2024-01-02 07:10:09,3D,24.228425979614258,120.68870544433594,179,0,126,105,9
2024-01-02 07:12:25,3D,24.22841453552246,120.68838500976562,180,0,0,179,6
2024-01-02 07:12:41,3D,24.228452682495117,120.68848419189453,179,0,100,77,10
2024-01-02 07:14:58,3D,24.228515625,120.68856811523438,179,0,323,179,6
2024-01-02 07:15:13,3D,24.22842025756836,120.68859100341797,180,0,146,85,8
2024-01-02 07:17:30,3D,24.228784561157227,120.68868255615234,181,0,173,142,6
2024-01-02 07:17:45,3D,24.228683471679688,120.68872833251953,182,0,144,77,10
